experiment,image,img_file,magnification,path,x_scaling,y_scaling
LMEX0000000273,LMEX0000000273_IMG_24,2015-05-05_4X_HE_LMH-15-D001-RLL-9C1-33_001_9X11_TileScan.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000273,0.765289307,0.387176514
LMEX0000000273,LMEX0000000273_IMG_25,2015-05-05_4X_HE_LMH-15-D001-RLL-9C1-33_002.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000273,0.625,0.46875
LMEX0000000273,LMEX0000000273_IMG_26,2015-05-05_4X_HE_LMH-15-D001-RLL-9C1-33_003.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000273,0.625,0.46875
LMEX0000000273,LMEX0000000273_IMG_27,2015-05-05_4X_HE_LMH-15-D001-RLL-9C1-33_004.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000273,0.625,0.46875
LMEX0000000273,LMEX0000000273_IMG_28,2015-05-05_4X_HE_LMH-15-D001-RLL-9C1-33_005.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000273,0.625,0.46875
LMEX0000000273,LMEX0000000273_IMG_29,2015-05-05_4X_HE_LMH-15-D001-RLL-9C1-33_006.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000273,0.625,0.46875
LMEX0000000274,LMEX0000000274_IMG_15,2015-09-04_HE_4X_LMH-15-D007-RLL-10B1-22_001.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000274,0.625,0.46875
LMEX0000000274,LMEX0000000274_IMG_16,2015-09-04_HE_4X_LMH-15-D007-RLL-10B1-22_002.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000274,0.625,0.46875
LMEX0000000274,LMEX0000000274_IMG_17,2015-09-04_HE_4X_LMH-15-D007-RLL-10B1-22_003.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000274,0.625,0.46875
LMEX0000000274,LMEX0000000274_IMG_18,2015-09-04_HE_4X_LMH-15-D007-RLL-10B1-22_004.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000274,0.625,0.46875
LMEX0000000274,LMEX0000000274_IMG_19,2015-09-04_HE_4X_LMH-15-D007-RLL-10B122_005.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000274,0.625,0.46875
LMEX0000000274,LMEX0000000274_IMG_20,2015-09-04_HE_4X_LMH-15-D007-RLL-10B1-22_006.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000274,0.625,0.46875
LMEX0000000274,LMEX0000000274_IMG_21,2015-09-04_HE_4X_LMH-15-D007-RLL-10B1-22_007.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000274,0.625,0.46875
LMEX0000000274,LMEX0000000274_IMG_22,2015-09-04_HE_4X_LMH-15-D007-RLL-10B2-22_001_TileScan.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000274,0.641113281,0.551055908
LMEX0000000275,LMEX0000000275_IMG_44,2015-09-21_AB_4x_LMH-15-D003-RLL-9B2-9_009.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000275,0.625,0.46875
LMEX0000000275,LMEX0000000275_IMG_45,2015-09-21_AB_4x_LMH-15-D003-RLL-9B2-9_010.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000275,0.625,0.46875
LMEX0000000275,LMEX0000000275_IMG_46,2015-09-21_AB_4x_LMH-15-D003-RLL-9B2-9_011.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000275,0.625,0.46875
LMEX0000000276,LMEX0000000276_IMG_19,2015-05-07_4X_HE_LMH-15-D001-LLL-6B2-16_001.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000276,0.625,0.46875
LMEX0000000276,LMEX0000000276_IMG_20,2015-05-07_4X_HE_LMH-15-D001-LLL-6B2-16_002.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000276,0.625,0.46875
LMEX0000000276,LMEX0000000276_IMG_21,2015-05-07_4X_HE_LMH-15-D001-LLL-6B2-16_003.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000276,0.625,0.46875
LMEX0000000276,LMEX0000000276_IMG_22,2015-05-07_4X_HE_LMH-15-D001-LLL-6B2-16_10X12_TileScan.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000276,0.935058594,0.970581055
LMEX0000000277,LMEX0000000277_IMG_26,2015-10-19_HE_4X_LMH-15-D024-RLL-9B1.14_14X15_TileScan.tmp.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000277,0.814331055,0.664703369
LMEX0000000277,LMEX0000000277_IMG_27,2015-10-19_HE_4X_LMH-15-D024-RLL-9B1-14_005.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000277,0.625,0.46875
LMEX0000000277,LMEX0000000277_IMG_28,2015-10-19_HE_4X_LMH-15-D024-RLL-9B1-14_006.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000277,0.625,0.46875
LMEX0000000277,LMEX0000000277_IMG_29,2015-10-19_HE_4X_LMH-15-D024-RLL-9B1-14_008.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000277,0.625,0.46875
LMEX0000000277,LMEX0000000277_IMG_30,2015-10-19_HE_4X_LMH-15-D024-RLL-9B1-14_009.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000277,0.625,0.46875
LMEX0000000277,LMEX0000000277_IMG_31,2015-10-19_HE_4X_LMH-15-D024-RLL-9B1-14_011.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000277,0.625,0.46875
LMEX0000000277,LMEX0000000277_IMG_32,2015-10-19_HE_4X_LMH-15-D024-RLL-9B1-14_017.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000277,0.625,0.46875
LMEX0000000277,LMEX0000000277_IMG_33,2015-10-19_HE_4X_LMH-15-D024-RLL-9B1-14_021.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000277,0.625,0.46875
LMEX0000000277,LMEX0000000277_IMG_34,2015-10-19_HE_4X_LMH-15-D024-RLL-9B1-14_030.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000277,0.625,0.46875
LMEX0000000277,LMEX0000000277_IMG_35,2015-10-19_HE_4X_LMH-15-D024-RLL-9B1-14_034.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000277,0.625,0.46875
LMEX0000000277,LMEX0000000277_IMG_36,2015-10-19_HE_4X_LMH-15-D024-RLL-9B1-14_035b.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000277,0.625,0.46875
LMEX0000000278,LMEX0000000278_IMG_25,2015-10-27_HE_4x_LMH-15-D024-RLL-6A2-10_001.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000278,0.625,0.46875
LMEX0000000278,LMEX0000000278_IMG_26,2015-10-27_HE_4x_LMH-15-D024-RLL-6A2-10_001_TileScan.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000278,0.645111084,0.580566406
LMEX0000000278,LMEX0000000278_IMG_27,2015-10-27_HE_4x_LMH-15-D024-RLL-6A2-10_002.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000278,0.625,0.46875
LMEX0000000278,LMEX0000000278_IMG_28,2015-10-27_HE_4x_LMH-15-D024-RLL-6A2-10_003.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000278,0.625,0.46875
LMEX0000000278,LMEX0000000278_IMG_29,2015-10-27_HE_4x_LMH-15-D024-RLL-6A2-10_004.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000278,0.625,0.46875
LMEX0000000278,LMEX0000000278_IMG_30,2015-10-27_HE_4x_LMH-15-D024-RLL-6A2-10_005.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000278,0.625,0.46875
LMEX0000000278,LMEX0000000278_IMG_31,2015-10-27_HE_4x_LMH-15-D024-RLL-6A2-10_006.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000278,0.625,0.46875
LMEX0000000278,LMEX0000000278_IMG_32,2015-10-27_HE_4x_LMH-15-D024-RLL-6A2-10_007.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000278,0.625,0.46875
LMEX0000000279,LMEX0000000279_IMG_21,2015-08-27_HE_4X_LMH-15-D007-RLL-10C1-22_001.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000279,0.625,0.46875
LMEX0000000279,LMEX0000000279_IMG_22,2015-08-27_HE_4X_LMH-15-D007-RLL-10C1-22_001_13X10_TileScan.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000279,0.754669189,0.40020752
LMEX0000000279,LMEX0000000279_IMG_23,2015-08-27_HE_4X_LMH-15-D007-RLL-10C1-22_002.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000279,0.625,0.46875
LMEX0000000280,LMEX0000000280_IMG_30,2015-09-23_AB_4x_LMH-15-D007-RLL-10C1-14_001.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000280,0.625,0.46875
LMEX0000000280,LMEX0000000280_IMG_31,2015-09-23_AB_4x_LMH-15-D007-RLL-10C1-14_002.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000280,0.625,0.46875
LMEX0000000280,LMEX0000000280_IMG_32,2015-09-23_AB_4x_LMH-15-D007-RLL-10C1-14_003.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000280,0.625,0.46875
LMEX0000000280,LMEX0000000280_IMG_33,2015-09-23_AB_4x_LMH-15-D007-RLL-10C1-14_004.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000280,0.625,0.46875
LMEX0000000281,LMEX0000000281_IMG_32,2015-08-27_HE_4X_LMH-15-D003-RLL-9B2-22_001.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000281,0.625,0.46875
LMEX0000000281,LMEX0000000281_IMG_33,2015-08-27_HE_4X_LMH-15-D003-RLL-9B2-22_001_12X10_TileScan.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000281,0.75012207,0.464324951
LMEX0000000281,LMEX0000000281_IMG_34,2015-08-27_HE_4X_LMH-15-D003-RLL-9B2-22_002.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000281,0.625,0.46875
LMEX0000000281,LMEX0000000281_IMG_35,2015-08-27_HE_4X_LMH-15-D003-RLL-9B2-22_003a.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000281,0.625,0.46875
LMEX0000000281,LMEX0000000281_IMG_36,2015-08-27_HE_4X_LMH-15-D003-RLL-9B2-22_003d.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000281,0.625,0.46875
LMEX0000000281,LMEX0000000281_IMG_37,2015-08-27_HE_4X_LMH-15-D003-RLL-9B2-22_003e.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000281,0.625,0.46875
LMEX0000000281,LMEX0000000281_IMG_38,2015-08-27_HE_4X_LMH-15-D003-RLL-9B2-22_004.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000281,0.625,0.46875
LMEX0000000283,LMEX0000000283_IMG_12,2015-09-21_AB_4x_LMH-15-D001-RLL-9C1-42_001.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000283,0.625,0.46875
LMEX0000000283,LMEX0000000283_IMG_13,2015-09-21_AB_4x_LMH-15-D001-RLL-9C1-42_002.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000283,0.625,0.46875
LMEX0000000283,LMEX0000000283_IMG_14,2015-09-21_AB_4x_LMH-15-D001-RLL-9C1-42_003.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000283,0.625,0.46875
LMEX0000000284,LMEX0000000284_IMG_31,2015-08-27_HE_4X_LMH-15-D007-RLL-10B2-22_001.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000284,0.625,0.46875
LMEX0000000284,LMEX0000000284_IMG_32,2015-08-27_HE_4X_LMH-15-D007-RLL-10B2-22_002.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000284,0.625,0.46875
LMEX0000000284,LMEX0000000284_IMG_33,2015-08-27_HE_4X_LMH-15-D007-RLL-10B2-22_003.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000284,0.625,0.46875
LMEX0000000284,LMEX0000000284_IMG_34,2015-08-27_HE_4X_LMH-15-D007-RLL-10B2-22_005.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000284,0.625,0.46875
LMEX0000000284,LMEX0000000284_IMG_35,2015-08-27_HE_4X_LMH-15-D007-RLL-10B2-22_006.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000284,0.625,0.46875
LMEX0000000284,LMEX0000000284_IMG_36,2015-08-27_HE_4X_LMH-15-D007-RLL-10B2-22_10X12_TileScan.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000284,0.512695313,0.494384766
LMEX0000000285,LMEX0000000285_IMG_36,2015-08-27_HE_4X_LMH-15-D001-RLL-6C2-22_001.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000285,0.625,0.46875
LMEX0000000285,LMEX0000000285_IMG_37,2015-08-27_HE_4X_LMH-15-D001-RLL-6C2-22_001_TileScan.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000285,0.615661621,0.64453125
LMEX0000000285,LMEX0000000285_IMG_38,2015-08-27_HE_4X_LMH-15-D001-RLL-6C2-22_003.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000285,0.625,0.46875
LMEX0000000285,LMEX0000000285_IMG_39,2015-08-27_HE_4X_LMH-15-D001-RLL-6C2-22_006.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000285,0.625,0.46875
LMEX0000000285,LMEX0000000285_IMG_40,2015-08-27_HE_4X_LMH-15-D001-RLL-6C2-22_007.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000285,0.625,0.46875
LMEX0000000285,LMEX0000000285_IMG_41,2015-08-27_HE_4X_LMH-15-D001-RLL-6C2-22_008.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000285,0.625,0.46875
LMEX0000000285,LMEX0000000285_IMG_42,2015-08-27_HE_4X_LMH-15-D001-RLL-6C2-22_009.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000285,0.625,0.46875
LMEX0000000285,LMEX0000000285_IMG_43,2015-08-27_HE_4X_LMH-15-D001-RLL-6C2-22_010.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000285,0.625,0.46875
LMEX0000000285,LMEX0000000285_IMG_44,2015-08-27_HE_4X_LMH-15-D001-RLL-6C2-22_011.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000285,0.625,0.46875
LMEX0000000286,LMEX0000000286_IMG_14,2015-05-07_4X_HE_LMH-15-D001-LLL-7B2-21_001.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000286,0.625,0.46875
LMEX0000000286,LMEX0000000286_IMG_15,2015-05-07_4X_HE_LMH-15-D001-LLL-7B2-21_001_8X10_TileScan.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000286,0.542877197,0.507354736
LMEX0000000286,LMEX0000000286_IMG_16,2015-05-07_4X_HE_LMH-15-D001-LLL-7B2-21_002.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000286,0.625,0.46875
LMEX0000000286,LMEX0000000286_IMG_17,2015-05-07_4X_HE_LMH-15-D001-LLL-7B2-21_003.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000286,0.625,0.46875
LMEX0000000286,LMEX0000000286_IMG_18,2015-05-07_4X_HE_LMH-15-D001-LLL-7B2-21_004.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000286,0.625,0.46875
LMEX0000000287,LMEX0000000287_IMG_28,2015-10-26_HE_4X_LMH-15-D024-RLL-6B1-11_001.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000287,0.625,0.46875
LMEX0000000287,LMEX0000000287_IMG_29,2015-10-26_HE_4x_LMH-15-D024-RLL-6B1-11_001_TileScan.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000287,0.650024414,0.507537842
LMEX0000000287,LMEX0000000287_IMG_30,2015-10-26_HE_4X_LMH-15-D024-RLL-6B1-11_002.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000287,0.625,0.46875
LMEX0000000287,LMEX0000000287_IMG_31,2015-10-26_HE_4X_LMH-15-D024-RLL-6B1-11_003.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000287,0.625,0.46875
LMEX0000000287,LMEX0000000287_IMG_32,2015-10-26_HE_4X_LMH-15-D024-RLL-6B1-11_004.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000287,0.625,0.46875
LMEX0000000287,LMEX0000000287_IMG_33,2015-10-26_HE_4X_LMH-15-D024-RLL-6B1-11_005.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000287,0.625,0.46875
LMEX0000000287,LMEX0000000287_IMG_34,2015-10-26_HE_4X_LMH-15-D024-RLL-6B1-11_006a.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000287,0.625,0.46875
LMEX0000000287,LMEX0000000287_IMG_35,2015-10-26_HE_4X_LMH-15-D024-RLL-6B1-11_006b.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000287,0.625,0.46875
LMEX0000000287,LMEX0000000287_IMG_36,2015-10-26_HE_4X_LMH-15-D024-RLL-6B1-11_007a.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000287,0.625,0.46875
LMEX0000000287,LMEX0000000287_IMG_37,2015-10-26_HE_4X_LMH-15-D024-RLL-6B1-11_007b.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000287,0.625,0.46875
LMEX0000000288,LMEX0000000288_IMG_17,2015-05-12_4X_HE_C57BL6_E18.5_LMM.14.49.5.83_001.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000288,0.625,0.46875
LMEX0000000288,LMEX0000000288_IMG_18,2015-05-12_4X_HE_C57BL6_E18.5_LMM.14.49.5.83_002.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000288,0.625,0.46875
LMEX0000000288,LMEX0000000288_IMG_19,2015-05-12_4X_HE_C57BL6_E18.5_LMM.14.49.5.83_003.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000288,0.625,0.46875
LMEX0000000288,LMEX0000000288_IMG_20,2015-05-12_4X_HE_C57BL6_E18.5_LMM.14.49.5.83_004.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000288,0.625,0.46875
LMEX0000000288,LMEX0000000288_IMG_21,2015-05-12_4X_HE_C57BL6_E18.5_LMM.14.49.5.83_005.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000288,0.625,0.46875
LMEX0000000288,LMEX0000000288_IMG_22,2015-05-12_4X_HE_C57BL6_E18.5_LMM.14.49.5.83_TileScan.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000288,0.594238281,0.594238281
LMEX0000000289,LMEX0000000289_IMG_13,2015-05-14_4X_HE_C57BL6_E16.5_LMM.14.24.4.42_001.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000289,0.625,0.46875
LMEX0000000289,LMEX0000000289_IMG_14,2015-05-14_4X_HE_C57BL6_E16.5_LMM.14.24.4.42_002.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000289,0.625,0.46875
LMEX0000000289,LMEX0000000289_IMG_15,2015-05-14_4X_HE_C57BL6_E16.5_LMM.14.24.4.42_003.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000289,0.625,0.46875
LMEX0000000289,LMEX0000000289_IMG_16,2015-05-14_4X_HE_C57BL6_E16.5_LMM.14.24.4.42_TileScan.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000289,0.519714355,0.352111816
LMEX0000000290,LMEX0000000290_IMG_36,2015-05-07_4X_HE_C57BL6_PND28_LMM.15.16A.6.56_001.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000290,0.625,0.46875
LMEX0000000290,LMEX0000000290_IMG_37,2015-05-07_4X_HE_C57BL6_PND28_LMM.15.16A.6.56_002.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000290,0.625,0.46875
LMEX0000000290,LMEX0000000290_IMG_38,2015-05-07_4X_HE_C57BL6_PND28_LMM.15.16A.6.56_003.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000290,0.625,0.46875
LMEX0000000290,LMEX0000000290_IMG_39,2015-05-07_4X_HE_C57BL6_PND28_LMM.15.16A.6.56_004.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000290,0.625,0.46875
LMEX0000000290,LMEX0000000290_IMG_40,2015-05-07_4X_HE_C57BL6_PND28_LMM.15.16A.6.56_005.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000290,0.625,0.46875
LMEX0000000290,LMEX0000000290_IMG_41,2015-05-07_4X_HE_C57BL6_PND28_LMM.15.16A.6.56_006.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000290,0.625,0.46875
LMEX0000000290,LMEX0000000290_IMG_42,2015-05-07_4X_HE_C57BL6_PND28_LMM.15.16A.6.56_007.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000290,0.625,0.46875
LMEX0000000290,LMEX0000000290_IMG_43,2015-05-07_4X_HE_C57BL6_PND28_LMM.15.16A.6.56_008.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000290,0.625,0.46875
LMEX0000000290,LMEX0000000290_IMG_44,2015-05-07_4X_HE_C57BL6_PND28_LMM.15.16A.6.56_009.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000290,0.625,0.46875
LMEX0000000290,LMEX0000000290_IMG_45,2015-05-07_4X_HE_C57BL6_PND28_LMM.15.16A.6.56_010.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000290,0.625,0.46875
LMEX0000000290,LMEX0000000290_IMG_46,2015-05-07_4X_HE_C57BL6_PND28_LMM.15.16A.6.56_TileScan.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000290,0.687316895,0.715698242
LMEX0000000291,LMEX0000000291_IMG_31,2015-05-13_4X_HE_C57BL6_PND7_LMM.15.12A.8.44_001.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000291,0.625,0.46875
LMEX0000000291,LMEX0000000291_IMG_32,2015-05-13_4X_HE_C57BL6_PND7_LMM.15.12A.8.44_002.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000291,0.625,0.46875
LMEX0000000291,LMEX0000000291_IMG_33,2015-05-13_4X_HE_C57BL6_PND7_LMM.15.12A.8.44_003.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000291,0.625,0.46875
LMEX0000000291,LMEX0000000291_IMG_34,2015-05-13_4X_HE_C57BL6_PND7_LMM.15.12A.8.44_004.tif,4X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000291,0.625,0.46875
