age_group,age_group_label,age_label,date,experiment,experiment_type,gender,image_id,img_file,label,local_id,magnification,organism_label,path,platform,probe_id,researcher,s3downloadkey,sample_id,sex,site,strain,tax_id,weight,experiment_id
http://ontology.lungmap.net/ontologies/human_anatomy#LMHA0000000646,child,four years old,1/29/2016,LMXT0000000002,http://www.w3.org/2002/07/owl#LMXT0000000002,Male,LMEX0000000623_IMG_19,2016-01-29_HE_4x_LMH-16-D007-LLL-5D4-10_001.tif,confocal LMXT0000000002 in human strain African_American,D007,4X,homo sapiens,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000623,confocal,http://www.w3.org/2002/07/owl#LMPS0000000001,Jeffrey A. Whitsett,LMEX0000000623\2016-01-29_HE_4x_LMH-16-D007-LLL-5D4-10_001\2016-01-29_HE_4x_LMH-16-D007-LLL-5D4-10_001.tif,http://www.w3.org/2002/07/owl#LMSP0000000034,Male,Cincinnati Children's Hospital Medical Center,African_American,http://www.w3.org/2002/07/owl#taxid_9606,15.42 kg,LMEX0000000623
http://ontology.lungmap.net/ontologies/human_anatomy#LMHA0000000646,child,four years old,1/29/2016,LMXT0000000002,http://www.w3.org/2002/07/owl#LMXT0000000002,Male,LMEX0000000623_IMG_2,2016-01-29_HE_10x_LMH-16-D007-LLL-5D4-10_002.tif,confocal LMXT0000000002 in human strain African_American,D007,10X,homo sapiens,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000623,confocal,http://www.w3.org/2002/07/owl#LMPS0000000001,Jeffrey A. Whitsett,LMEX0000000623\2016-01-29_HE_10x_LMH-16-D007-LLL-5D4-10_002\2016-01-29_HE_10x_LMH-16-D007-LLL-5D4-10_002.tif,http://www.w3.org/2002/07/owl#LMSP0000000034,Male,Cincinnati Children's Hospital Medical Center,African_American,http://www.w3.org/2002/07/owl#taxid_9606,15.42 kg,LMEX0000000623
http://ontology.lungmap.net/ontologies/human_anatomy#LMHA0000000646,child,four years old,1/29/2016,LMXT0000000002,http://www.w3.org/2002/07/owl#LMXT0000000002,Male,LMEX0000000623_IMG_20,2016-01-29_HE_4x_LMH-16-D007-LLL-5D4-10_002.tif,confocal LMXT0000000002 in human strain African_American,D007,4X,homo sapiens,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000623,confocal,http://www.w3.org/2002/07/owl#LMPS0000000001,Jeffrey A. Whitsett,LMEX0000000623\2016-01-29_HE_4x_LMH-16-D007-LLL-5D4-10_002\2016-01-29_HE_4x_LMH-16-D007-LLL-5D4-10_002.tif,http://www.w3.org/2002/07/owl#LMSP0000000034,Male,Cincinnati Children's Hospital Medical Center,African_American,http://www.w3.org/2002/07/owl#taxid_9606,15.42 kg,LMEX0000000623
http://ontology.lungmap.net/ontologies/human_anatomy#LMHA0000000646,child,four years old,1/29/2016,LMXT0000000002,http://www.w3.org/2002/07/owl#LMXT0000000002,Male,LMEX0000000623_IMG_21,2016-01-29_HE_4x_LMH-16-D007-LLL-5D4-10_003.tif,confocal LMXT0000000002 in human strain African_American,D007,4X,homo sapiens,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000623,confocal,http://www.w3.org/2002/07/owl#LMPS0000000001,Jeffrey A. Whitsett,LMEX0000000623\2016-01-29_HE_4x_LMH-16-D007-LLL-5D4-10_003\2016-01-29_HE_4x_LMH-16-D007-LLL-5D4-10_003.tif,http://www.w3.org/2002/07/owl#LMSP0000000034,Male,Cincinnati Children's Hospital Medical Center,African_American,http://www.w3.org/2002/07/owl#taxid_9606,15.42 kg,LMEX0000000623
http://ontology.lungmap.net/ontologies/human_anatomy#LMHA0000000646,child,four years old,1/29/2016,LMXT0000000002,http://www.w3.org/2002/07/owl#LMXT0000000002,Male,LMEX0000000623_IMG_22,2016-01-29_HE_4x_LMH-16-D007-LLL-5D4-10_004.tif,confocal LMXT0000000002 in human strain African_American,D007,4X,homo sapiens,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000623,confocal,http://www.w3.org/2002/07/owl#LMPS0000000001,Jeffrey A. Whitsett,LMEX0000000623\2016-01-29_HE_4x_LMH-16-D007-LLL-5D4-10_004\2016-01-29_HE_4x_LMH-16-D007-LLL-5D4-10_004.tif,http://www.w3.org/2002/07/owl#LMSP0000000034,Male,Cincinnati Children's Hospital Medical Center,African_American,http://www.w3.org/2002/07/owl#taxid_9606,15.42 kg,LMEX0000000623
http://ontology.lungmap.net/ontologies/human_anatomy#LMHA0000000646,child,four years old,1/29/2016,LMXT0000000002,http://www.w3.org/2002/07/owl#LMXT0000000002,Male,LMEX0000000623_IMG_23,2016-01-29_HE_4x_LMH-16-D007-LLL-5D4-10_005.tif,confocal LMXT0000000002 in human strain African_American,D007,4X,homo sapiens,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000623,confocal,http://www.w3.org/2002/07/owl#LMPS0000000001,Jeffrey A. Whitsett,LMEX0000000623\2016-01-29_HE_4x_LMH-16-D007-LLL-5D4-10_005\2016-01-29_HE_4x_LMH-16-D007-LLL-5D4-10_005.tif,http://www.w3.org/2002/07/owl#LMSP0000000034,Male,Cincinnati Children's Hospital Medical Center,African_American,http://www.w3.org/2002/07/owl#taxid_9606,15.42 kg,LMEX0000000623
http://ontology.lungmap.net/ontologies/human_anatomy#LMHA0000000646,child,four years old,1/29/2016,LMXT0000000002,http://www.w3.org/2002/07/owl#LMXT0000000002,Male,LMEX0000000623_IMG_24,2016-01-29_HE_4x_LMH-16-D007-LLL-5D4-10_006.tif,confocal LMXT0000000002 in human strain African_American,D007,4X,homo sapiens,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000623,confocal,http://www.w3.org/2002/07/owl#LMPS0000000001,Jeffrey A. Whitsett,LMEX0000000623\2016-01-29_HE_4x_LMH-16-D007-LLL-5D4-10_006\2016-01-29_HE_4x_LMH-16-D007-LLL-5D4-10_006.tif,http://www.w3.org/2002/07/owl#LMSP0000000034,Male,Cincinnati Children's Hospital Medical Center,African_American,http://www.w3.org/2002/07/owl#taxid_9606,15.42 kg,LMEX0000000623
http://ontology.lungmap.net/ontologies/human_anatomy#LMHA0000000646,child,four years old,1/29/2016,LMXT0000000002,http://www.w3.org/2002/07/owl#LMXT0000000002,Male,LMEX0000000623_IMG_25,2016-01-29_HE_4x_LMH-16-D007-LLL-5D4-10_11x14_TileScan.tif,confocal LMXT0000000002 in human strain African_American,D007,4X,homo sapiens,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000623,confocal,http://www.w3.org/2002/07/owl#LMPS0000000001,Jeffrey A. Whitsett,LMEX0000000623\2016-01-29_HE_4x_LMH-16-D007-LLL-5D4-10_11x14_TileScan\2016-01-29_HE_4x_LMH-16-D007-LLL-5D4-10_11x14_TileScan.tif,http://www.w3.org/2002/07/owl#LMSP0000000034,Male,Cincinnati Children's Hospital Medical Center,African_American,http://www.w3.org/2002/07/owl#taxid_9606,15.42 kg,LMEX0000000623
http://ontology.lungmap.net/ontologies/human_anatomy#LMHA0000000646,child,four years old,1/29/2016,LMXT0000000002,http://www.w3.org/2002/07/owl#LMXT0000000002,Male,LMEX0000000623_IMG_3,2016-01-29_HE_10x_LMH-16-D007-LLL-5D4-10_003.tif,confocal LMXT0000000002 in human strain African_American,D007,10X,homo sapiens,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000623,confocal,http://www.w3.org/2002/07/owl#LMPS0000000001,Jeffrey A. Whitsett,LMEX0000000623\2016-01-29_HE_10x_LMH-16-D007-LLL-5D4-10_003\2016-01-29_HE_10x_LMH-16-D007-LLL-5D4-10_003.tif,http://www.w3.org/2002/07/owl#LMSP0000000034,Male,Cincinnati Children's Hospital Medical Center,African_American,http://www.w3.org/2002/07/owl#taxid_9606,15.42 kg,LMEX0000000623
http://ontology.lungmap.net/ontologies/human_anatomy#LMHA0000000646,child,four years old,1/29/2016,LMXT0000000002,http://www.w3.org/2002/07/owl#LMXT0000000002,Male,LMEX0000000623_IMG_4,2016-01-29_HE_10x_LMH-16-D007-LLL-5D4-10_004.tif,confocal LMXT0000000002 in human strain African_American,D007,10X,homo sapiens,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000623,confocal,http://www.w3.org/2002/07/owl#LMPS0000000001,Jeffrey A. Whitsett,LMEX0000000623\2016-01-29_HE_10x_LMH-16-D007-LLL-5D4-10_004\2016-01-29_HE_10x_LMH-16-D007-LLL-5D4-10_004.tif,http://www.w3.org/2002/07/owl#LMSP0000000034,Male,Cincinnati Children's Hospital Medical Center,African_American,http://www.w3.org/2002/07/owl#taxid_9606,15.42 kg,LMEX0000000623
http://ontology.lungmap.net/ontologies/human_anatomy#LMHA0000000646,child,four years old,1/29/2016,LMXT0000000002,http://www.w3.org/2002/07/owl#LMXT0000000002,Male,LMEX0000000623_IMG_5,2016-01-29_HE_10x_LMH-16-D007-LLL-5D4-10_005.tif,confocal LMXT0000000002 in human strain African_American,D007,10X,homo sapiens,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000623,confocal,http://www.w3.org/2002/07/owl#LMPS0000000001,Jeffrey A. Whitsett,LMEX0000000623\2016-01-29_HE_10x_LMH-16-D007-LLL-5D4-10_005\2016-01-29_HE_10x_LMH-16-D007-LLL-5D4-10_005.tif,http://www.w3.org/2002/07/owl#LMSP0000000034,Male,Cincinnati Children's Hospital Medical Center,African_American,http://www.w3.org/2002/07/owl#taxid_9606,15.42 kg,LMEX0000000623
http://ontology.lungmap.net/ontologies/human_anatomy#LMHA0000000646,child,four years old,1/29/2016,LMXT0000000002,http://www.w3.org/2002/07/owl#LMXT0000000002,Male,LMEX0000000623_IMG_6,2016-01-29_HE_10x_LMH-16-D007-LLL-5D4-10_006.tif,confocal LMXT0000000002 in human strain African_American,D007,10X,homo sapiens,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000623,confocal,http://www.w3.org/2002/07/owl#LMPS0000000001,Jeffrey A. Whitsett,LMEX0000000623\2016-01-29_HE_10x_LMH-16-D007-LLL-5D4-10_006\2016-01-29_HE_10x_LMH-16-D007-LLL-5D4-10_006.tif,http://www.w3.org/2002/07/owl#LMSP0000000034,Male,Cincinnati Children's Hospital Medical Center,African_American,http://www.w3.org/2002/07/owl#taxid_9606,15.42 kg,LMEX0000000623
http://ontology.lungmap.net/ontologies/human_anatomy#LMHA0000000646,child,four years old,1/29/2016,LMXT0000000002,http://www.w3.org/2002/07/owl#LMXT0000000002,Male,LMEX0000000623_IMG_7,2016-01-29_HE_20x_LMH-16-D007-LLL-5D4-10_001.tif,confocal LMXT0000000002 in human strain African_American,D007,20X,homo sapiens,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000623,confocal,http://www.w3.org/2002/07/owl#LMPS0000000001,Jeffrey A. Whitsett,LMEX0000000623\2016-01-29_HE_20x_LMH-16-D007-LLL-5D4-10_001\2016-01-29_HE_20x_LMH-16-D007-LLL-5D4-10_001.tif,http://www.w3.org/2002/07/owl#LMSP0000000034,Male,Cincinnati Children's Hospital Medical Center,African_American,http://www.w3.org/2002/07/owl#taxid_9606,15.42 kg,LMEX0000000623
http://ontology.lungmap.net/ontologies/human_anatomy#LMHA0000000646,child,four years old,1/29/2016,LMXT0000000002,http://www.w3.org/2002/07/owl#LMXT0000000002,Male,LMEX0000000623_IMG_8,2016-01-29_HE_20x_LMH-16-D007-LLL-5D4-10_002.tif,confocal LMXT0000000002 in human strain African_American,D007,20X,homo sapiens,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000623,confocal,http://www.w3.org/2002/07/owl#LMPS0000000001,Jeffrey A. Whitsett,LMEX0000000623\2016-01-29_HE_20x_LMH-16-D007-LLL-5D4-10_002\2016-01-29_HE_20x_LMH-16-D007-LLL-5D4-10_002.tif,http://www.w3.org/2002/07/owl#LMSP0000000034,Male,Cincinnati Children's Hospital Medical Center,African_American,http://www.w3.org/2002/07/owl#taxid_9606,15.42 kg,LMEX0000000623
http://ontology.lungmap.net/ontologies/human_anatomy#LMHA0000000646,child,four years old,1/29/2016,LMXT0000000002,http://www.w3.org/2002/07/owl#LMXT0000000002,Male,LMEX0000000623_IMG_9,2016-01-29_HE_20x_LMH-16-D007-LLL-5D4-10_003.tif,confocal LMXT0000000002 in human strain African_American,D007,20X,homo sapiens,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000623,confocal,http://www.w3.org/2002/07/owl#LMPS0000000001,Jeffrey A. Whitsett,LMEX0000000623\2016-01-29_HE_20x_LMH-16-D007-LLL-5D4-10_003\2016-01-29_HE_20x_LMH-16-D007-LLL-5D4-10_003.tif,http://www.w3.org/2002/07/owl#LMSP0000000034,Male,Cincinnati Children's Hospital Medical Center,African_American,http://www.w3.org/2002/07/owl#taxid_9606,15.42 kg,LMEX0000000623
http://ontology.lungmap.net/ontologies/human_anatomy#LMHA0000000646,child,four years old,05/12/2015,LMXT0000000003,http://www.w3.org/2002/07/owl#LMXT0000000003,Female,LMEX0000000264_IMG_1,2015-05-12_100X_LMH-15-D001-LLL-7B2-24_NKX2.1_CD31_ACTA2_001.tif,confocal LMXT0000000003 in human strain African_American,D001,100X,homo sapiens,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000264,confocal,http://www.w3.org/2002/07/owl#LMPA0000000034,Jeffrey A. Whitsett,LMEX0000000264\2015-05-12_100X_LMH-15-D001-LLL-7B2-24_NKX2.1_CD31_ACTA2_001\2015-05-12_100X_LMH-15-D001-LLL-7B2-24_NKX2.1_CD31_ACTA2_001.tif,http://www.w3.org/2002/07/owl#LMSP0000000032,Female,Cincinnati Children's Hospital Medical Center,African_American,http://www.w3.org/2002/07/owl#taxid_9606,13 kg,LMEX0000000264
http://ontology.lungmap.net/ontologies/human_anatomy#LMHA0000000646,child,four years old,05/12/2015,LMXT0000000003,http://www.w3.org/2002/07/owl#LMXT0000000003,Female,LMEX0000000264_IMG_1,2015-05-12_100X_LMH-15-D001-LLL-7B2-24_NKX2.1_CD31_ACTA2_001.tif,confocal LMXT0000000003 in human strain African_American,D001,100X,homo sapiens,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000264,confocal,http://www.w3.org/2002/07/owl#LMPA0000000030,Jeffrey A. Whitsett,LMEX0000000264\2015-05-12_100X_LMH-15-D001-LLL-7B2-24_NKX2.1_CD31_ACTA2_001\2015-05-12_100X_LMH-15-D001-LLL-7B2-24_NKX2.1_CD31_ACTA2_001.tif,http://www.w3.org/2002/07/owl#LMSP0000000032,Female,Cincinnati Children's Hospital Medical Center,African_American,http://www.w3.org/2002/07/owl#taxid_9606,13 kg,LMEX0000000264
http://ontology.lungmap.net/ontologies/human_anatomy#LMHA0000000646,child,four years old,05/12/2015,LMXT0000000003,http://www.w3.org/2002/07/owl#LMXT0000000003,Female,LMEX0000000264_IMG_1,2015-05-12_100X_LMH-15-D001-LLL-7B2-24_NKX2.1_CD31_ACTA2_001.tif,confocal LMXT0000000003 in human strain African_American,D001,100X,homo sapiens,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000264,confocal,http://www.w3.org/2002/07/owl#LMPA0000000006,Jeffrey A. Whitsett,LMEX0000000264\2015-05-12_100X_LMH-15-D001-LLL-7B2-24_NKX2.1_CD31_ACTA2_001\2015-05-12_100X_LMH-15-D001-LLL-7B2-24_NKX2.1_CD31_ACTA2_001.tif,http://www.w3.org/2002/07/owl#LMSP0000000032,Female,Cincinnati Children's Hospital Medical Center,African_American,http://www.w3.org/2002/07/owl#taxid_9606,13 kg,LMEX0000000264
http://ontology.lungmap.net/ontologies/human_anatomy#LMHA0000000646,child,four years old,05/12/2015,LMXT0000000003,http://www.w3.org/2002/07/owl#LMXT0000000003,Female,LMEX0000000264_IMG_10,2015-05-12_20X_LMH-15-D001-LLL-7B2-24_NKX2.1_CD31_ACTA2_004.tif,confocal LMXT0000000003 in human strain African_American,D001,20X,homo sapiens,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000264,confocal,http://www.w3.org/2002/07/owl#LMPA0000000006,Jeffrey A. Whitsett,LMEX0000000264\2015-05-12_20X_LMH-15-D001-LLL-7B2-24_NKX2.1_CD31_ACTA2_004\2015-05-12_20X_LMH-15-D001-LLL-7B2-24_NKX2.1_CD31_ACTA2_004.tif,http://www.w3.org/2002/07/owl#LMSP0000000032,Female,Cincinnati Children's Hospital Medical Center,African_American,http://www.w3.org/2002/07/owl#taxid_9606,13 kg,LMEX0000000264
http://ontology.lungmap.net/ontologies/human_anatomy#LMHA0000000646,child,four years old,05/12/2015,LMXT0000000003,http://www.w3.org/2002/07/owl#LMXT0000000003,Female,LMEX0000000264_IMG_10,2015-05-12_20X_LMH-15-D001-LLL-7B2-24_NKX2.1_CD31_ACTA2_004.tif,confocal LMXT0000000003 in human strain African_American,D001,20X,homo sapiens,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000264,confocal,http://www.w3.org/2002/07/owl#LMPA0000000030,Jeffrey A. Whitsett,LMEX0000000264\2015-05-12_20X_LMH-15-D001-LLL-7B2-24_NKX2.1_CD31_ACTA2_004\2015-05-12_20X_LMH-15-D001-LLL-7B2-24_NKX2.1_CD31_ACTA2_004.tif,http://www.w3.org/2002/07/owl#LMSP0000000032,Female,Cincinnati Children's Hospital Medical Center,African_American,http://www.w3.org/2002/07/owl#taxid_9606,13 kg,LMEX0000000264
http://ontology.lungmap.net/ontologies/human_anatomy#LMHA0000000646,child,four years old,05/12/2015,LMXT0000000003,http://www.w3.org/2002/07/owl#LMXT0000000003,Female,LMEX0000000264_IMG_10,2015-05-12_20X_LMH-15-D001-LLL-7B2-24_NKX2.1_CD31_ACTA2_004.tif,confocal LMXT0000000003 in human strain African_American,D001,20X,homo sapiens,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000264,confocal,http://www.w3.org/2002/07/owl#LMPA0000000034,Jeffrey A. Whitsett,LMEX0000000264\2015-05-12_20X_LMH-15-D001-LLL-7B2-24_NKX2.1_CD31_ACTA2_004\2015-05-12_20X_LMH-15-D001-LLL-7B2-24_NKX2.1_CD31_ACTA2_004.tif,http://www.w3.org/2002/07/owl#LMSP0000000032,Female,Cincinnati Children's Hospital Medical Center,African_American,http://www.w3.org/2002/07/owl#taxid_9606,13 kg,LMEX0000000264
http://ontology.lungmap.net/ontologies/human_anatomy#LMHA0000000646,child,four years old,05/12/2015,LMXT0000000003,http://www.w3.org/2002/07/owl#LMXT0000000003,Female,LMEX0000000264_IMG_11,2015-05-12_20X_LMH-15-D001-LLL-7B2-24_NKX2.1_CD31_ACTA2_005.tif,confocal LMXT0000000003 in human strain African_American,D001,20X,homo sapiens,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000264,confocal,http://www.w3.org/2002/07/owl#LMPA0000000030,Jeffrey A. Whitsett,LMEX0000000264\2015-05-12_20X_LMH-15-D001-LLL-7B2-24_NKX2.1_CD31_ACTA2_005\2015-05-12_20X_LMH-15-D001-LLL-7B2-24_NKX2.1_CD31_ACTA2_005.tif,http://www.w3.org/2002/07/owl#LMSP0000000032,Female,Cincinnati Children's Hospital Medical Center,African_American,http://www.w3.org/2002/07/owl#taxid_9606,13 kg,LMEX0000000264
